"t","x","y","z"
4.104572042E0,8.757987671E0,-7.110214233E-1,4.102818146E0
4.114648042E0,8.815617828E0,-9.181906128E-1,4.157903595E0
4.124724042E0,8.894653473E0,-1.119072876E0,4.031566315E0
4.134801042E0,9.065597992E0,-1.334325256E0,3.975882111E0
4.144877042E0,9.217082977E0,-1.468596039E0,3.876189423E0
4.154953042E0,9.279054108E0,-1.516047363E0,3.748205566E0
4.165030042E0,9.272018738E0,-1.555116119E0,3.719465332E0
4.175106042E0,9.241931305E0,-1.448986816E0,3.796105957E0
4.185182042E0,9.242230682E0,-1.535955963E0,3.714226227E0
4.195259042E0,9.215885468E0,-1.601819000E0,3.654799805E0
4.205335042E0,9.105714569E0,-1.573827209E0,3.672163696E0
4.215411042E0,8.997938690E0,-1.592388611E0,3.675007782E0
4.225488042E0,8.856482849E0,-1.418899384E0,3.701053619E0
4.235564042E0,8.740324402E0,-1.210832062E0,3.758983154E0
4.245640042E0,8.665180664E0,-1.044228516E0,3.835025024E0
4.255717042E0,8.662486267E0,-8.283773804E-1,3.982917480E0
4.265793042E0,8.763077087E0,-6.192622375E-1,4.040697327E0
4.275869042E0,8.913214874E0,-5.141807556E-1,4.016896820E0
4.285946042E0,9.012608185E0,-4.727169800E-1,4.060156860E0
4.296022042E0,9.061406708E0,-4.857398987E-1,4.127067719E0
4.306098042E0,9.081914063E0,-5.150788879E-1,4.155508575E0
4.316175042E0,9.042994995E0,-5.433700562E-1,4.143982544E0
4.326251042E0,8.993897095E0,-5.281018066E-1,4.141587524E0
4.336327042E0,8.971593475E0,-5.038522339E-1,4.128265228E0
4.346404042E0,9.016350403E0,-4.855902100E-1,4.139791260E0
4.356480042E0,9.084009705E0,-4.668791199E-1,4.179907837E0
4.366556042E0,9.166188812E0,-4.510121155E-1,4.156706085E0
4.376632042E0,9.179960175E0,-5.429209900E-1,4.145629120E0
4.386709042E0,9.099128265E0,-4.867877197E-1,4.203708344E0
4.396785042E0,9.044192505E0,-3.712280273E-1,4.023632812E0
4.406861042E0,9.042695618E0,-2.570155334E-1,3.787124634E0
4.416938042E0,9.002579041E0,-4.266128540E-2,3.689078522E0
4.427014042E0,8.903784485E0,3.367996216E-1,3.592080231E0
4.437090042E0,8.794062653E0,7.429051208E-1,3.377576294E0
4.447167042E0,8.778195648E0,1.085841980E0,3.100951538E0
4.457243042E0,8.833879852E0,1.523531799E0,2.963387604E0
4.467319042E0,9.006021881E0,1.867516479E0,2.926564178E0
4.477396042E0,9.270821228E0,1.844763794E0,2.894830170E0
4.487472042E0,9.515113220E0,1.654958496E0,3.119063873E0
4.497548042E0,9.696685638E0,1.209933929E0,3.283571777E0
4.507625042E0,9.743687897E0,3.580554199E-1,3.280278625E0
4.517701042E0,9.550888824E0,-5.574407959E-1,3.446433105E0
4.527777042E0,9.123228149E0,-1.268611908E0,4.002975769E0
4.537854042E0,8.764424286E0,-2.006128235E0,4.513414307E0
4.547930042E0,8.737929382E0,-2.620450745E0,4.885690155E0
4.558006042E0,8.891809387E0,-2.916235657E0,4.872966614E0
4.568082042E0,9.113797760E0,-2.623594208E0,4.581522675E0
4.578159042E0,9.256301422E0,-2.045945435E0,4.201313324E0
4.588235042E0,9.258247375E0,-1.364412689E0,4.082460480E0
4.598311042E0,9.237590332E0,-7.421566772E-1,4.043391724E0
4.608388042E0,9.120084686E0,-1.845661926E-1,4.076173553E0
4.618464042E0,8.918753357E0,1.818717957E-1,4.231251068E0
4.628540042E0,8.612041168E0,5.207670593E-1,4.525988159E0
4.638617042E0,8.266260223E0,8.069718933E-1,4.754413147E0
4.648693042E0,7.961643677E0,9.042695618E-1,4.898413696E0
4.658769042E0,7.689808960E0,8.280780029E-1,4.861889648E0
4.668846042E0,7.469317474E0,6.662644958E-1,4.774172058E0
4.678922042E0,7.303462372E0,5.622308350E-1,4.746479645E0
4.688998042E0,7.327861633E0,3.863465881E-1,4.770878906E0
4.699075042E0,7.505242767E0,2.571652222E-1,4.814588013E0
4.709151042E0,7.788304138E0,2.342628479E-1,4.848567352E0
4.719227042E0,8.117918701E0,1.856140137E-1,4.905000000E0
4.729304042E0,8.430917816E0,-6.735992432E-3,4.981790314E0
4.739380042E0,8.581804047E0,-1.706451416E-1,5.057981873E0
4.749456042E0,8.632698212E0,-2.853067017E-1,5.131628723E0
4.759533042E0,8.610394592E0,-2.856060791E-1,5.120102692E0
4.769609042E0,8.511899414E0,-2.139051819E-1,5.017266541E0
4.779685042E0,8.392747192E0,-1.270857239E-1,4.909490662E0
4.789762042E0,8.295599213E0,-4.775070190E-2,4.767585754E0
4.799838042E0,8.228688354E0,2.125579834E-2,4.657414856E0
4.809914042E0,8.224048004E0,8.382568359E-2,4.504582672E0
4.819990042E0,8.287815399E0,8.921447754E-2,4.418361969E0
4.830067042E0,8.315507812E0,9.834548950E-2,4.517156525E0
4.840143042E0,8.265661469E0,1.017883301E-1,4.709656219E0
4.850219500E0,8.342900848E0,-1.342707825E-1,4.997956696E0
4.860296500E0,8.492290192E0,-2.758763123E-1,5.171296234E0
4.870372500E0,8.480614471E0,-3.528163147E-1,5.053042145E0
4.880448500E0,8.383915558E0,-4.170327759E-1,4.734654236E0
4.890525500E0,8.333470459E0,-2.908451843E-1,4.415966949E0
4.900601500E0,8.273894348E0,6.152206421E-2,4.091591492E0
4.910677500E0,8.283175049E0,4.484674072E-1,3.921694794E0
4.920754500E0,8.325836334E0,7.520361328E-1,4.050876160E0
4.930830500E0,8.441695404E0,9.819580078E-1,4.349205780E0
4.940906500E0,8.728498993E0,1.256337433E0,4.696184235E0
4.950983500E0,9.086853790E0,1.471889191E0,4.884043579E0
4.961059500E0,9.423503723E0,1.547931061E0,4.954996033E0
4.971135500E0,9.647887115E0,1.362466736E0,4.946912842E0
4.981212500E0,9.751172333E0,1.118174744E0,4.960534515E0
4.991288500E0,9.910890198E0,9.743238831E-1,4.717290344E0
5.001364500E0,1.063822769E1,7.104226685E-1,4.051923981E0
5.011441500E0,1.200189194E1,2.471360779E-1,3.336860962E0
5.021517500E0,1.398092651E1,8.666976929E-2,2.739303589E0
5.031593500E0,1.604857681E1,6.716532898E-1,2.484084320E0
5.041669500E0,1.702858887E1,1.067430267E0,2.536774750E0
5.051746500E0,1.621712631E1,8.656498718E-1,3.105292511E0
5.061822500E0,1.421474030E1,1.242416382E-2,4.003724213E0
5.071898500E0,1.245574814E1,-7.738906860E-1,4.168232117E0
5.081975500E0,1.081935104E1,-1.431922302E0,3.155138855E0
5.092051500E0,9.238787842E0,-1.843715973E0,2.173629913E0
5.102127500E0,7.705376587E0,-2.158062286E0,1.832639008E0
5.112204500E0,6.515351257E0,-2.399210815E0,1.780547333E0
5.122280500E0,5.856571198E0,-2.216141510E0,1.961970062E0
5.132356500E0,5.601950684E0,-1.801952820E0,2.256407776E0
5.142433500E0,5.562133484E0,-1.381177826E0,2.571801910E0
5.152509500E0,5.989045715E0,-6.182144165E-1,3.173400879E0
5.162585500E0,7.227719879E0,2.444416809E-1,3.811523895E0
5.172662500E0,8.704399109E0,7.300318909E-1,3.747307434E0
5.182738500E0,9.799671478E0,1.067879333E0,3.241958313E0
5.192814500E0,1.029439270E1,1.202150116E0,2.705623627E0
5.202891500E0,1.026909531E1,9.078620911E-1,2.518363037E0
5.212967500E0,1.005010071E1,3.010240173E-1,2.669249268E0
5.223043500E0,9.630523224E0,-3.016227722E-1,2.723735962E0
5.233120500E0,9.262588348E0,-6.203100586E-1,2.783312073E0
5.243196500E0,8.845705261E0,-9.648934937E-1,2.788700867E0
5.253272500E0,8.296647034E0,-1.272952881E0,2.845881958E0
5.263348500E0,7.759414215E0,-1.542392578E0,2.949915619E0
5.273425500E0,7.317982178E0,-1.755249939E0,3.068020020E0
5.283501500E0,7.006629639E0,-1.895358582E0,3.099304962E0
5.293577500E0,6.946155396E0,-2.096091156E0,3.181484070E0
5.303654500E0,7.090455322E0,-2.283950500E0,3.216810608E0
5.313730500E0,7.259154510E0,-2.315235443E0,3.131488037E0
5.323806500E0,7.465874634E0,-2.249971161E0,3.188220062E0
5.333883500E0,7.627089386E0,-2.191592560E0,3.203787689E0
5.343959500E0,7.705226898E0,-2.175575867E0,3.298840027E0
5.354035500E0,7.761210480E0,-2.093995514E0,3.559448090E0
5.364112500E0,7.811356201E0,-1.911075897E0,3.794459381E0
5.374188500E0,7.719447327E0,-1.646575928E0,3.985462189E0
5.384264500E0,7.568710785E0,-1.385818176E0,4.298461304E0
5.394341500E0,7.548203430E0,-1.308279419E0,4.272864532E0
5.404417500E0,7.557035065E0,-1.242566071E0,4.214485931E0
5.414493500E0,7.631430359E0,-1.095122681E0,4.208348694E0
5.424570500E0,7.808212738E0,-9.108558655E-1,4.268822937E0
5.434646500E0,8.022417297E0,-7.590715027E-1,4.476890259E0
5.444722500E0,8.211474152E0,-5.903723145E-1,4.697531433E0
5.454799500E0,8.403524780E0,-3.661386108E-1,4.832400970E0
5.464875500E0,8.601712646E0,-1.981878662E-1,4.880151672E0
5.474951500E0,8.769364014E0,-2.688409424E-1,4.847818909E0
5.485028500E0,8.869655457E0,-6.442602539E-1,4.951104126E0
5.495104500E0,9.075926514E0,-1.241218872E0,5.171445923E0
5.505180500E0,9.297016754E0,-1.692680054E0,5.379513245E0
5.515256500E0,9.463320923E0,-1.816472626E0,5.595963135E0
5.525333500E0,9.567653961E0,-1.923200684E0,5.863606567E0
5.535409500E0,9.514963531E0,-2.032174072E0,6.193520508E0
5.545485500E0,9.467961273E0,-2.092049561E0,6.262826385E0
5.555562500E0,1.008108627E1,-2.616409149E0,5.601950684E0
5.565638500E0,1.146450943E1,-2.697390747E0,5.090913391E0
5.575714500E0,1.359847183E1,-2.266586609E0,3.748355255E0
5.585791500E0,1.607701767E1,-2.251767426E0,2.143692169E0
5.595867500E0,1.780188080E1,-3.316652985E0,1.124611359E0
5.605943500E0,1.816532501E1,-4.885989532E0,3.068618774E-2
5.616020500E0,1.622775421E1,-4.720882874E0,3.173400879E-2
5.626096500E0,1.311273193E1,-3.026256866E0,1.789229279E0
5.636172500E0,1.031490005E1,-2.187850342E0,2.522254944E0
5.646249500E0,8.060737610E0,-1.306932220E0,2.358645172E0
5.656325500E0,6.540798340E0,6.691085815E-2,1.886526947E0
5.666401500E0,5.646557922E0,1.158890076E0,1.423240356E0
5.676478500E0,5.142705688E0,1.395547943E0,1.597478027E0
5.686554500E0,4.993615723E0,3.977229309E-1,2.585273895E0
5.696630500E0,5.577850800E0,-1.169967041E0,3.165916443E0
5.706707500E0,6.574178925E0,-2.214644623E0,3.195405121E0
5.716783500E0,8.009095001E0,-2.783012695E0,3.497626648E0
5.726859500E0,9.576335907E0,-2.895428925E0,3.400478668E0
5.736935500E0,1.058628571E1,-3.007096710E0,2.927612000E0
5.747012500E0,1.064855621E1,-2.703827362E0,2.800226898E0
5.757088500E0,9.997859344E0,-1.757495270E0,3.008144531E0
5.767164500E0,9.205706635E0,-6.864724731E-1,3.444936218E0
5.777241500E0,8.549022217E0,1.875599670E-1,3.550766144E0
5.787317500E0,7.889344025E0,9.904902649E-1,3.365152130E0
5.797393500E0,7.151528320E0,1.475182343E0,3.044369202E0
5.807470500E0,6.395300903E0,1.744172974E0,2.788401489E0
5.817546500E0,5.705834656E0,1.681902466E0,2.758463745E0
5.827622500E0,5.188510437E0,1.421743469E0,2.810854797E0
5.837699500E0,4.996609497E0,1.033899994E0,3.164569244E0
5.847779042E0,5.295238495E0,4.632865906E-1,3.619323578E0
5.857855042E0,6.149362335E0,1.073268127E-1,3.768862610E0
5.867932042E0,7.144343262E0,-4.834945679E-2,3.706592102E0
5.878008042E0,8.081244965E0,-1.050814819E-1,3.714525604E0
5.888084042E0,8.840915222E0,-1.257385254E-1,3.733386383E0
5.898161042E0,9.214238892E0,-1.565744019E-1,3.951033783E0
5.908237042E0,9.170380096E0,-8.517288208E-2,4.144880676E0
5.918313042E0,8.862320709E0,1.318757629E-1,4.252357178E0
5.928390042E0,8.371192017E0,3.610491943E-1,4.345313873E0
5.938466042E0,7.860154724E0,5.013075256E-1,4.402345276E0
5.948542042E0,7.474257202E0,6.021977234E-1,4.428989868E0
5.958619042E0,7.316335602E0,6.173162842E-1,4.309538269E0
5.968695042E0,7.470215607E0,6.412664795E-1,3.979175262E0
5.978771042E0,7.860753479E0,8.149053955E-1,3.485501862E0
5.988847042E0,8.434510345E0,1.072369995E0,2.845133514E0
5.998924042E0,9.228309631E0,1.266067200E0,2.621049500E0
6.009000042E0,9.773326263E0,1.210682373E0,3.519032135E0
6.019076042E0,1.004725662E1,6.596781921E-1,5.039270782E0
6.029153042E0,1.038914566E1,-1.044827271E-1,6.196813660E0
6.039229042E0,1.085931793E1,-1.108295288E0,6.840774536E0
6.049305042E0,1.133008896E1,-2.471809845E0,7.193441162E0
6.059382042E0,1.141571091E1,-4.024530945E0,7.466623077E0
6.069458042E0,1.113235016E1,-5.065166931E0,7.699089661E0
6.079534042E0,1.076231964E1,-5.017715607E0,7.585625610E0
6.089611042E0,1.084300186E1,-3.537144470E0,6.317911835E0
6.099687042E0,1.145642624E1,-1.883533173E0,4.460424500E0
6.109763042E0,1.285197418E1,1.454974365E-1,2.416425018E0
6.119840042E0,1.431488205E1,1.955383759E0,1.047970734E0
6.129916042E0,1.528022461E1,3.289858704E0,2.092648315E-1
6.139992042E0,1.579709976E1,4.494104462E0,1.679507446E-1
6.150069042E0,1.546658707E1,4.840035095E0,1.930984497E-1
6.160145042E0,1.330627945E1,3.497476959E0,7.920030212E-1
6.170221042E0,1.151046387E1,1.162781982E0,1.890568542E0
6.180298042E0,1.012584320E1,-8.123606873E-1,2.217039642E0
6.190374042E0,8.634494476E0,-2.164049835E0,2.013612671E0
6.200450042E0,7.382498016E0,-2.373913422E0,2.054926758E0
6.210526042E0,7.034471741E0,-9.910890198E-1,2.484982452E0
6.220603042E0,7.560028839E0,9.493258667E-1,2.673590240E0
6.230679042E0,8.145311737E0,2.202070770E0,2.922971649E0
6.240755042E0,8.620872803E0,2.982697449E0,3.543132019E0
6.250832042E0,8.956474915E0,2.885250092E0,3.562741241E0
6.260908042E0,8.973240051E0,1.208736420E0,3.128793640E0
6.270984042E0,8.475075989E0,-2.930905151E-1,2.641856232E0
6.281061042E0,7.771089935E0,-1.048419800E0,2.365530853E0
6.291137042E0,7.608228607E0,-2.542462921E0,2.713557129E0
6.301213042E0,7.473059692E0,-3.972888336E0,3.035836945E0
6.311290042E0,7.387587433E0,-4.836442566E0,3.617377625E0
6.321366042E0,7.320077820E0,-4.737049255E0,3.848497009E0
6.331442042E0,7.244934082E0,-4.214635620E0,3.630849609E0
6.341519042E0,7.054530029E0,-3.736380157E0,3.330124969E0
6.351595042E0,6.983577576E0,-3.022514648E0,3.416195984E0
6.361671042E0,6.972201233E0,-2.362686768E0,3.062780914E0
6.371748042E0,6.847809906E0,-1.725312195E0,2.738555145E0
6.381824042E0,6.845863953E0,-1.098116455E0,2.712808685E0
6.391900042E0,6.926995239E0,-7.432044983E-1,2.635269928E0
6.401977042E0,6.982978821E0,-4.538562012E-1,2.669099579E0
6.412053042E0,7.121440887E0,-4.701722717E-1,2.807411957E0
6.422129042E0,7.265291748E0,-8.190966797E-1,3.156635742E0
6.432206042E0,7.724836121E0,-1.089284821E0,3.681893463E0
6.442282042E0,7.929460602E0,-1.165626068E0,3.916006622E0
6.452358042E0,7.917036438E0,-9.551637268E-1,4.127367096E0
6.462434042E0,7.914192352E0,-6.735992432E-1,4.266577606E0
6.472511042E0,7.885901184E0,-4.885839844E-1,4.406686249E0
6.482587042E0,7.866142273E0,-4.575984192E-1,4.506229248E0
6.492663042E0,7.924371185E0,-5.281018066E-1,4.535717926E0
6.502740042E0,8.059540100E0,-6.236032104E-1,4.637356567E0
6.512816042E0,8.255482635E0,-6.691085815E-1,4.847818909E0
6.522892042E0,8.503516846E0,-7.238946533E-1,5.074148254E0
6.532969042E0,8.878337402E0,-8.289761353E-1,5.216951294E0
6.543045042E0,9.332193604E0,-9.783654785E-1,5.326972504E0
6.553121042E0,9.732610931E0,-1.149160309E0,5.448370056E0
6.563198042E0,9.983938293E0,-1.311123505E0,5.667364655E0
6.573274042E0,1.004411316E1,-1.328337708E0,6.005810852E0
6.583350042E0,1.011581406E1,-1.128054199E0,6.575376434E0
6.593427042E0,1.015772690E1,-7.460485840E-1,6.766977997E0
6.603503042E0,1.062131287E1,-8.897497559E-1,6.044280853E0
6.613579042E0,1.178155014E1,-1.222956848E-1,5.203479309E0
6.623656042E0,1.358814331E1,1.109941864E0,2.952011261E0
6.633732042E0,1.550550613E1,6.092330933E-1,8.095166016E-1
6.643808042E0,1.647444122E1,-1.335073700E0,3.233276367E-2
6.653885042E0,1.566642151E1,-3.888613586E0,-6.360273743E-1
6.663961042E0,1.364128281E1,-4.846471710E0,-9.762698364E-1
6.674037042E0,1.163710052E1,-4.533472595E0,6.288423157E-1
6.684113042E0,9.946366425E0,-4.294270020E0,2.719544678E0
6.694190042E0,8.315507812E0,-3.349734192E0,3.551364899E0
6.704266042E0,7.392676849E0,-1.694775696E0,2.991978149E0
6.714342042E0,7.264393616E0,-2.429447937E-1,1.983076172E0
6.724419042E0,7.660619659E0,3.847000122E-2,2.048041077E0
6.734495042E0,8.196954346E0,-6.722520447E-1,3.048710175E0
6.744571042E0,8.340505829E0,-1.412313080E0,3.574566650E0
6.754648042E0,8.652157745E0,-1.800605621E0,3.993695068E0
6.764724042E0,9.151369629E0,-1.796114960E0,4.365821228E0
6.774800042E0,9.547745361E0,-1.750759277E0,4.287683716E0
6.784877042E0,9.805359650E0,-1.714235229E0,3.881877594E0
6.794953042E0,9.814640350E0,-1.514400787E0,3.421435089E0
6.805029042E0,9.297316132E0,-9.300160217E-1,3.240461426E0
6.815106042E0,8.572822723E0,-1.689985657E-1,3.235372009E0
6.825182042E0,7.889643402E0,5.421725464E-1,3.243754578E0
6.835258042E0,7.204817505E0,1.118923187E0,3.090623016E0
6.845335042E0,6.472540283E0,1.447190552E0,2.790048065E0
6.855406750E0,5.700595551E0,1.630110168E0,2.510728912E0
6.865482750E0,5.196743317E0,1.734293518E0,2.582429810E0
6.875559750E0,4.945116577E0,1.548380127E0,2.796185303E0
6.885635750E0,4.930896149E0,1.193617859E0,2.946323090E0
6.895711750E0,5.436544647E0,8.190966797E-1,3.272794189E0
6.905788750E0,6.449787598E0,3.736230469E-1,3.434008942E0
6.915864750E0,7.392826538E0,1.188528442E-1,3.407064972E0
6.925940750E0,8.321345673E0,-3.397933960E-2,3.541784821E0
6.936016750E0,9.122030640E0,-4.311035156E-2,3.626658325E0
6.946093750E0,9.566755829E0,5.688171387E-2,3.718417511E0
6.956169750E0,9.680668945E0,1.817221069E-1,3.746409302E0
6.966245750E0,9.390572205E0,4.695735168E-1,3.600313110E0
6.976322750E0,8.954828339E0,6.631210327E-1,3.590583344E0
6.986398750E0,8.450227661E0,6.896159363E-1,3.668421478E0
6.996474750E0,8.044870605E0,6.030958557E-1,3.830684052E0
7.006551750E0,7.832911377E0,4.818479919E-1,3.896547089E0
7.016627750E0,7.826175385E0,3.932322693E-1,3.878135376E0
7.026703750E0,8.077802124E0,3.138972473E-1,3.864364014E0
7.036780750E0,8.619226227E0,4.141886902E-1,3.912713470E0
7.046856750E0,9.060508575E0,6.343807983E-1,3.725602570E0
7.056932750E0,9.611512756E0,7.619155884E-1,3.933370514E0
7.067009750E0,9.883197784E0,6.306385803E-1,4.528981934E0
7.077085750E0,9.840686188E0,5.373825073E-2,5.514682159E0
7.087161750E0,9.869725800E0,-8.797206116E-1,6.499184875E0
7.097238750E0,1.007494904E1,-1.960024109E0,7.012766876E0
7.107314750E0,1.019275406E1,-3.066373444E0,7.303462372E0
7.117390750E0,1.008976822E1,-4.105213165E0,7.499704285E0
7.127467750E0,9.956395569E0,-4.697082367E0,7.101981354E0
7.137543750E0,1.044677582E1,-4.483027496E0,5.483995972E0
7.147619750E0,1.133263367E1,-4.115242310E0,3.609893188E0
7.157696750E0,1.292741730E1,-3.135080566E0,2.245181122E0
7.167772750E0,1.455722809E1,-9.006770325E-1,1.607956238E0
7.177848750E0,1.572524918E1,1.738185425E0,5.504054260E-1
7.187924750E0,1.673160645E1,3.648812256E0,4.490661621E-3
7.198001750E0,1.684836365E1,5.243296509E0,3.451821899E-1
7.208077750E0,1.469030136E1,5.873635712E0,8.231382751E-1
7.218153750E0,1.181103882E1,3.937412109E0,1.913321228E0
7.228230750E0,9.836943970E0,1.520538025E0,2.754571838E0
7.238306750E0,7.937693481E0,-6.256988525E-2,2.681523743E0
7.248382750E0,6.568640442E0,-1.028960266E0,2.547252960E0
7.258459750E0,5.890101471E0,-1.058748322E0,2.793341217E0
7.268535750E0,6.008954315E0,5.643264771E-2,3.303031311E0
7.278611750E0,6.498436432E0,6.991960144E-1,3.547323303E0
7.288688750E0,6.952741699E0,7.858657837E-1,3.525618439E0
7.298764750E0,7.371870117E0,8.225395203E-1,3.450774078E0
7.308840750E0,7.610923004E0,5.218148804E-1,3.171155548E0
7.318917750E0,7.809260559E0,-4.330494690E-1,2.877316589E0
7.328993750E0,7.976911926E0,-1.353335724E0,2.801125031E0
7.339069750E0,8.180937653E0,-2.090103607E0,2.986140289E0
7.349146750E0,8.725954285E0,-3.077600098E0,3.317700806E0
7.359222750E0,9.156459045E0,-3.407514038E0,3.472778320E0
7.369298750E0,9.297465820E0,-3.242257690E0,3.266058197E0
7.379375750E0,9.086704102E0,-2.955903168E0,2.907853088E0
7.389451750E0,8.643176422E0,-2.580483856E0,2.800526276E0
7.399527750E0,7.990234222E0,-2.130519562E0,2.942730560E0
7.409603750E0,7.283853149E0,-1.603315887E0,2.966082001E0
7.419680750E0,6.735543365E0,-1.274599457E0,2.846780090E0
7.429756750E0,6.494095459E0,-9.190887451E-1,2.824326782E0
7.439832750E0,6.486012268E0,-8.054750061E-1,2.774480438E0
7.449909750E0,6.546935577E0,-8.116122437E-1,2.809357910E0
7.459985750E0,6.772067413E0,-7.378157043E-1,3.007845154E0
7.470061750E0,7.081773376E0,-6.953041077E-1,3.316652985E0
7.480138750E0,7.311844940E0,-7.571255493E-1,3.565285950E0
7.490214750E0,7.523654480E0,-8.066725159E-1,3.703748016E0
7.500290750E0,7.759863281E0,-7.159611511E-1,3.961212616E0
7.510367750E0,7.930358734E0,-5.920188904E-1,4.113296356E0
7.520443750E0,8.011639709E0,-4.731660461E-1,4.066593475E0
7.530519750E0,7.979756012E0,-5.426216125E-1,3.890559540E0
7.540596750E0,8.034242706E0,-8.171507263E-1,3.776047668E0
7.550672750E0,8.176446991E0,-1.134490814E0,3.829037476E0
7.560748750E0,8.421337738E0,-1.442699890E0,4.043990479E0
7.570825750E0,8.799750824E0,-1.550775146E0,4.452191620E0
7.580901750E0,9.229507141E0,-1.431323547E0,4.725972290E0
7.590977750E0,9.575886841E0,-1.244811401E0,4.859644318E0
7.601054750E0,9.840686188E0,-1.322200470E0,4.996010742E0
7.611130750E0,9.952952728E0,-1.607806549E0,5.258864136E0
7.621206750E0,9.875413971E0,-1.608405304E0,5.594466248E0
7.631283750E0,9.926457825E0,-1.496737518E0,5.623056793E0
7.641359750E0,1.062909668E1,-1.556762695E0,5.277275848E0
7.651435750E0,1.187121368E1,-1.772763519E0,4.800217896E0
7.661511750E0,1.391775787E1,-2.225122833E0,3.977977753E0
7.671588750E0,1.613659378E1,-2.722388763E0,3.380420380E0
7.681664750E0,1.759111908E1,-3.405568085E0,2.845432892E0
7.691740750E0,1.727901810E1,-4.219575348E0,1.825903015E0
7.701817750E0,1.553783890E1,-3.835174713E0,2.655028839E0
7.711893750E0,1.331196762E1,-2.391576691E0,4.141138458E0
7.721969750E0,1.079884369E1,-1.219963074E0,3.414848785E0
7.732046750E0,8.717422028E0,-2.722837830E-1,1.899849243E0
7.742122750E0,7.292684784E0,5.912704468E-1,8.306227112E-1
7.752198750E0,6.346352692E0,1.112935638E0,3.932322693E-1
7.762275750E0,5.546565857E0,1.393452301E0,8.337661743E-1
7.772351750E0,4.781656494E0,8.686436462E-1,1.822160797E0
7.782427750E0,4.627177734E0,-8.994795227E-1,2.917732544E0
7.792504750E0,5.428461456E0,-2.842139740E0,3.118165741E0
7.802580750E0,6.699019318E0,-4.185296631E0,2.771187286E0
7.812656750E0,8.517886963E0,-4.703668671E0,2.758014679E0
7.822733750E0,1.032822235E1,-4.597389679E0,2.883304138E0
7.832809750E0,1.149354904E1,-4.304897919E0,3.168610840E0
7.842885750E0,1.169428162E1,-3.532204742E0,3.318449249E0
7.852963000E0,1.119267471E1,-2.040406952E0,3.096610565E0
7.863039000E0,1.065903442E1,-5.644761658E-1,2.833008728E0
7.873115000E0,1.018511993E1,5.869294739E-1,2.599644012E0
7.883192000E0,9.325906677E0,1.269210663E0,2.218087463E0
7.893268000E0,8.289162598E0,1.637744293E0,2.015109558E0
7.903344000E0,7.331903229E0,1.702709198E0,1.908231812E0
7.913420000E0,6.526877289E0,1.625769196E0,1.778152313E0
7.923497000E0,5.909261627E0,1.453178101E0,1.804048462E0
7.933573000E0,5.542973328E0,1.243763580E0,1.983824615E0
7.943649000E0,5.368136902E0,1.037941589E0,2.252515869E0
7.953726000E0,5.665269012E0,6.524931335E-1,2.641257477E0
7.963802000E0,6.486910400E0,1.725910950E-1,2.826871490E0
7.973878000E0,7.219187622E0,2.544708252E-2,2.882406006E0
7.983955000E0,7.883206787E0,-6.855743408E-2,3.060535583E0
7.994031000E0,8.373736725E0,-2.115101624E-1,3.313509521E0
8.004107000E0,8.735684052E0,-3.558100891E-1,3.517235870E0
8.014184000E0,8.836574249E0,-5.161267090E-1,3.622766418E0
8.024260000E0,8.715925140E0,-7.511380005E-1,3.885769501E0
8.034336000E0,8.446784821E0,-7.512876892E-1,4.077670441E0
8.044413000E0,8.225993958E0,-6.303392029E-1,4.238885193E0
8.054489000E0,8.238118744E0,-3.679348755E-1,4.428989868E0
8.064565000E0,8.473279724E0,7.349716187E-2,4.396956482E0
8.074642000E0,8.887169037E0,5.298980713E-1,4.183949432E0
8.084718000E0,9.471703491E0,8.659492493E-1,3.834276581E0
8.094794000E0,1.016281631E1,1.066083069E0,3.625760193E0
8.104871000E0,1.061517563E1,8.376580811E-1,4.146377563E0
8.114947000E0,1.048629364E1,-2.230361938E-2,5.448220367E0
8.125023000E0,9.994566193E0,-9.529183960E-1,6.768774261E0
8.135100000E0,9.452243958E0,-1.752705231E0,7.523205414E0
8.145176000E0,8.958570557E0,-2.256856842E0,7.708520050E0
8.155252000E0,8.896749115E0,-2.276166687E0,6.849456482E0
8.165329000E0,9.790540466E0,-2.018402710E0,5.238656158E0
8.175405000E0,1.129955246E1,-1.715582428E0,3.095712433E0
8.185481000E0,1.352422623E1,-1.612147522E0,-7.933502197E-3
8.195557000E0,1.547541870E1,-1.346450043E0,-6.767427063E-1
8.205634000E0,1.699550766E1,3.255729675E-1,6.385720825E-1
8.215710000E0,1.708097992E1,2.997067566E0,6.457571411E-1
8.225786000E0,1.527513519E1,5.200934601E0,8.797206116E-1
8.235863000E0,1.302321808E1,4.926854553E0,2.879412231E0
8.245939000E0,1.142095001E1,2.041903839E0,4.034709778E0
8.256015000E0,1.006147705E1,-1.574725342E-1,2.457888794E0
8.266092000E0,9.039851532E0,-1.019829254E0,1.180594940E0
8.276168000E0,8.454868011E0,-7.593708801E-1,1.485810242E0
8.286244000E0,8.332272949E0,6.837780762E-1,2.031425629E0
8.296321000E0,8.405470734E0,1.548679504E0,2.982547760E0
8.306397000E0,8.417146454E0,1.686393127E0,3.958817596E0
8.316473000E0,8.397836609E0,1.543141022E0,4.373455353E0
8.326550000E0,8.545279999E0,1.211131439E0,4.046684875E0
8.336626000E0,8.394393768E0,9.955796814E-1,3.131338348E0
