"t","x","y","z"
3.837552667E0,1.604304463E-1,1.510060392E-2,7.712645829E-2
3.847626042E0,1.502925754E-1,8.216224611E-3,6.871452928E-2
3.857702042E0,1.380412281E-1,-6.274833810E-3,5.957163498E-2
3.867778042E0,1.188730001E-1,-1.913285442E-2,4.725173116E-2
3.877855042E0,1.026010960E-1,-3.881707788E-2,2.807749994E-2
3.887931042E0,7.733937353E-2,-5.999950692E-2,1.156870089E-2
3.898007042E0,5.832307413E-2,-7.822884619E-2,-7.326693274E-3
3.908084042E0,3.427431732E-2,-1.010358781E-1,-2.242269740E-2
3.918160042E0,1.122732274E-2,-1.261164695E-1,-3.742987663E-2
3.928236042E0,-1.038443670E-2,-1.531344503E-1,-4.982946068E-2
3.938313042E0,-3.139571100E-2,-1.671581119E-1,-6.470348686E-2
3.948389042E0,-5.053223297E-2,-1.875585467E-1,-7.462482899E-2
3.958465042E0,-7.131607085E-2,-2.086292058E-1,-9.204456955E-2
3.968542042E0,-9.342242032E-2,-2.277526855E-1,-1.152886823E-1
3.978618042E0,-1.191506833E-1,-2.430655956E-1,-1.398954988E-1
3.988694042E0,-1.481374651E-1,-2.505242825E-1,-1.629008204E-1
3.998771042E0,-1.792391986E-1,-2.711880207E-1,-1.852745712E-1
4.008847042E0,-2.166944146E-1,-2.973130941E-1,-2.083772272E-1
4.018923042E0,-2.551443577E-1,-3.178340793E-1,-2.388054281E-1
4.028999042E0,-2.965901196E-1,-3.278712630E-1,-2.711058557E-1
4.039076042E0,-3.450114429E-1,-3.336034417E-1,-2.993393540E-1
4.049152042E0,-3.824088871E-1,-3.320723772E-1,-3.220739961E-1
4.059228042E0,-4.142743945E-1,-3.257907927E-1,-3.384100795E-1
4.069305042E0,-4.465979338E-1,-3.245822787E-1,-3.403248787E-1
4.079381042E0,-4.732348919E-1,-3.071042001E-1,-3.393000960E-1
4.089457042E0,-4.895884395E-1,-2.914489508E-1,-3.366894722E-1
4.099534042E0,-4.923397303E-1,-2.628841698E-1,-3.443929255E-1
4.109610042E0,-4.814242721E-1,-2.783024907E-1,-3.305720389E-1
4.119686042E0,-4.554930627E-1,-2.684932649E-1,-3.158325255E-1
4.129763042E0,-4.057084024E-1,-2.636251450E-1,-2.919751406E-1
4.139839042E0,-3.555203080E-1,-2.360574454E-1,-2.635642588E-1
4.149915042E0,-3.090001345E-1,-1.791952252E-1,-2.407496423E-1
4.159992042E0,-2.584480047E-1,-1.264113784E-1,-2.201599330E-1
4.170068042E0,-2.037704289E-1,-1.120854765E-1,-1.658858806E-1
4.180144042E0,-1.431680620E-1,-8.442269266E-2,-1.189234257E-1
4.190221042E0,-8.063375950E-2,-5.441506207E-2,-7.236599177E-2
4.200297042E0,-2.329563722E-2,-2.555305324E-2,-3.833718970E-2
4.210373042E0,3.064923361E-2,-1.399761066E-2,-1.222688146E-2
4.220450042E0,7.782207429E-2,-2.621086687E-2,1.774672978E-2
4.230526042E0,1.091578081E-1,-4.579355568E-2,4.249676690E-2
4.240602042E0,1.426758170E-1,-6.983017921E-2,6.487371773E-2
4.250678042E0,1.656353325E-1,-1.035365313E-1,7.526160777E-2
4.260755042E0,1.789048016E-1,-1.249478161E-1,7.546693832E-2
4.270831042E0,1.855233759E-1,-1.188153848E-1,6.486590952E-2
4.280907042E0,1.875689477E-1,-1.023527905E-1,5.738829449E-2
4.290984042E0,1.905763447E-1,-8.195953816E-2,5.098971352E-2
4.301060042E0,1.915952712E-1,-5.761717632E-2,4.757900164E-2
4.311136042E0,1.927926540E-1,-3.165052459E-2,4.244007170E-2
4.321213042E0,2.004026324E-1,-2.045592479E-2,4.533492774E-2
4.331289042E0,2.045942694E-1,-1.632952318E-2,4.649925232E-2
4.341365042E0,2.063761950E-1,-1.782622002E-2,4.505075887E-2
4.351442042E0,2.109069824E-1,-2.013551770E-3,4.715947807E-2
4.361518042E0,2.197204530E-1,2.989431471E-2,4.461322725E-2
4.371594042E0,2.299401313E-1,6.127729639E-2,5.476769805E-2
4.381671042E0,2.360891104E-1,9.380967170E-2,5.913715065E-2
4.391747042E0,2.354905754E-1,1.249634922E-1,5.438562483E-2
4.401823042E0,2.156327218E-1,1.192566007E-1,3.918829560E-2
4.411900042E0,1.793054938E-1,1.125154346E-1,9.409724735E-4
4.421976042E0,1.502946168E-1,1.009709015E-1,-3.732412681E-2
4.432052042E0,1.165064350E-1,8.715094626E-2,-8.147653192E-2
4.442129042E0,5.770410970E-2,6.422938406E-2,-1.289737374E-1
4.452205042E0,-3.038583137E-2,7.381103933E-3,-1.545998603E-1
4.462281042E0,-1.485683918E-1,-5.848046765E-2,-1.797289252E-1
4.472357042E0,-2.499079853E-1,-9.123039991E-2,-2.096904516E-1
4.482434042E0,-3.177711964E-1,-1.387584955E-1,-2.210107446E-1
4.492510042E0,-3.594016135E-1,-1.406514943E-1,-2.114543021E-1
4.502586042E0,-3.724646866E-1,-7.138799876E-2,-1.939075291E-1
4.512663042E0,-3.591637909E-1,1.728441194E-2,-1.694247574E-1
4.522739042E0,-3.335433900E-1,3.518724442E-2,-1.473676562E-1
4.532815042E0,-2.484260499E-1,-2.546620183E-2,-1.533249766E-1
4.542892042E0,-8.868964761E-2,-1.679455936E-1,-1.704781353E-1
4.552968042E0,9.350627661E-2,-3.017905056E-1,-1.686466485E-1
4.563044042E0,2.146654576E-1,-3.391967118E-1,-1.550317705E-1
4.573121042E0,3.053549826E-1,-3.032510281E-1,-1.496610343E-1
4.583197042E0,3.833965361E-1,-2.570161521E-1,-1.356315017E-1
4.593273042E0,4.445521533E-1,-2.135143727E-1,-1.341026425E-1
4.603350042E0,4.647817910E-1,-1.480727792E-1,-1.297965795E-1
4.613426042E0,4.451137483E-1,-7.894177735E-2,-1.266430318E-1
4.623502042E0,4.132050574E-1,-2.639521472E-2,-1.187076047E-1
4.633579042E0,3.794057965E-1,9.424220771E-3,-9.271336347E-2
4.643655042E0,3.368524611E-1,1.719559170E-2,-6.462740153E-2
4.653731042E0,2.894705534E-1,-1.820355467E-2,-3.635311499E-2
4.663808042E0,2.597158551E-1,-1.101451963E-1,1.007377356E-2
4.673884042E0,2.343226075E-1,-1.987768263E-1,5.390523747E-2
4.683960042E0,2.150951177E-1,-2.872763276E-1,9.222573042E-2
4.694036042E0,2.079496086E-1,-3.542544246E-1,1.239812151E-1
4.704113042E0,2.052552849E-1,-3.908861876E-1,1.544810832E-1
4.714189042E0,1.967057884E-1,-3.908862770E-1,1.739331037E-1
4.724265042E0,1.960032433E-1,-3.674906790E-1,1.748420447E-1
4.734342042E0,2.114730179E-1,-3.274471760E-1,1.896893829E-1
4.744418042E0,2.322691083E-1,-2.775400877E-1,2.043215781E-1
4.754494042E0,2.539284527E-1,-2.091737986E-1,2.085065842E-1
4.764571042E0,2.709593773E-1,-1.431066394E-1,2.163077891E-1
4.774647042E0,2.862390876E-1,-1.040014625E-1,2.289609164E-1
4.784723042E0,2.995767295E-1,-9.131895751E-2,2.334954739E-1
4.794800042E0,3.164572120E-1,-9.363416582E-2,2.416937202E-1
4.804876042E0,3.299802244E-1,-1.018223241E-1,2.440820485E-1
4.814952042E0,3.315795958E-1,-1.118414551E-1,2.303986847E-1
4.825029042E0,3.274080157E-1,-1.281517148E-1,2.194277942E-1
4.835105042E0,3.356882334E-1,-1.452615708E-1,2.098843604E-1
4.845181500E0,3.751229942E-1,-1.478456408E-1,1.961938590E-1
4.855258500E0,4.293257594E-1,-1.261523813E-1,1.682712585E-1
4.865334500E0,4.652997553E-1,-7.947435975E-2,1.735965163E-1
4.875410500E0,4.871837199E-1,-3.063754737E-2,1.863724738E-1
4.885487500E0,4.936078191E-1,-3.034149995E-3,1.815119386E-1
4.895563500E0,4.844066799E-1,1.916776644E-3,1.748936325E-1
4.905639500E0,4.703140259E-1,-3.350619599E-2,1.592070907E-1
4.915715500E0,4.378360212E-1,-9.885182977E-2,1.354957074E-1
4.925792500E0,3.926171660E-1,-1.731881052E-1,9.963837266E-2
4.935868500E0,3.569212854E-1,-2.157512605E-1,5.344123766E-2
4.945944500E0,3.288526237E-1,-1.987421811E-1,2.747861296E-2
4.956021500E0,2.913782001E-1,-1.659920812E-1,1.792846061E-2
4.966097500E0,2.449891269E-1,-1.443490982E-1,2.656003274E-2
4.976173500E0,2.004213482E-1,-1.130530760E-1,6.218701974E-2
4.986250500E0,1.683265269E-1,-5.257615075E-2,1.254935563E-1
4.996326500E0,9.218682349E-2,-5.733016878E-3,1.870868206E-1
5.006402500E0,5.192009360E-2,-8.726276457E-2,2.141416073E-1
5.016479500E0,8.969620615E-2,-4.583416581E-1,2.077187300E-1
5.026555500E0,2.021432854E-2,-8.359949589E-1,1.443448216E-1
5.036631500E0,-2.477842271E-1,-6.818080544E-1,1.274139248E-2
5.046708500E0,-4.493375719E-1,6.962253153E-2,-3.368522972E-2
5.056784500E0,-3.783716261E-1,8.175376058E-1,9.419081360E-2
5.066860500E0,-2.465712428E-1,1.047494650E0,2.712159157E-1
5.076937500E0,-1.856285334E-1,1.077082396E0,4.129405618E-1
5.087013500E0,-1.354681551E-1,1.046246767E0,5.361437201E-1
5.097089500E0,-2.227041125E-2,9.223018885E-1,6.319524050E-1
5.107166500E0,1.252399534E-1,6.921443343E-1,6.622216105E-1
5.117242500E0,2.254784703E-1,4.018236399E-1,6.768884063E-1
5.127318500E0,2.140519321E-1,1.636137366E-1,6.836019754E-1
5.137394500E0,1.217931882E-1,2.189061977E-2,6.410111785E-1
5.147471500E0,-6.905405317E-3,-1.246367693E-1,5.877692699E-1
5.157547500E0,-1.409867555E-1,-3.681702018E-1,5.334271789E-1
5.167623500E0,-2.505585253E-1,-5.639428496E-1,4.400167763E-1
5.177700500E0,-3.212766945E-1,-6.184679270E-1,3.358845711E-1
5.187776500E0,-3.435372412E-1,-4.909555018E-1,2.528237700E-1
5.197852500E0,-3.667187393E-1,-3.012484312E-1,2.327619344E-1
5.207929500E0,-4.256685972E-1,-9.476529807E-2,2.560257018E-1
5.218005500E0,-4.669393599E-1,1.097904667E-1,2.724409997E-1
5.228081500E0,-4.720070660E-1,2.730702162E-1,2.936139405E-1
5.238158500E0,-4.556027651E-1,3.624922633E-1,3.056941330E-1
5.248234500E0,-4.294691682E-1,3.688609600E-1,2.890845239E-1
5.258310500E0,-3.977120221E-1,3.158311248E-1,2.446258664E-1
5.268387500E0,-3.633761704E-1,2.375812978E-1,1.989156306E-1
5.278463500E0,-3.147282898E-1,1.573677659E-1,1.606978774E-1
5.288539500E0,-2.593488991E-1,5.692610890E-2,1.342012882E-1
5.298616500E0,-2.041504383E-1,-2.145683952E-2,1.034447774E-1
5.308692500E0,-1.566838622E-1,-2.501961775E-2,6.883779913E-2
5.318768500E0,-1.219566241E-1,-1.453103684E-2,3.811624646E-2
5.328845500E0,-8.454667032E-2,7.725267205E-3,6.838484202E-3
5.338921500E0,-5.166114867E-2,5.177069455E-2,-3.076843172E-2
5.348997500E0,-3.075320087E-2,1.073295623E-1,-6.848730892E-2
5.359074500E0,-1.458345167E-2,1.968421042E-1,-9.875604510E-2
5.369150500E0,2.380085178E-3,3.181427121E-1,-1.306639165E-1
5.379226500E0,1.948437840E-2,3.373149633E-1,-1.729755998E-1
5.389302500E0,3.687535226E-2,3.035607040E-1,-2.011364102E-1
5.399379500E0,4.889763892E-2,2.290271223E-1,-2.316067070E-1
5.409455500E0,3.229096532E-2,1.690220982E-1,-2.440809458E-1
5.419531500E0,-6.772864144E-3,1.357762367E-1,-2.495432794E-1
5.429608500E0,-5.024177954E-2,1.123361662E-1,-2.525718212E-1
5.439684500E0,-8.698914945E-2,9.067753702E-2,-2.487140894E-1
5.449760500E0,-1.246078983E-1,8.162812144E-2,-2.474189848E-1
5.459837500E0,-1.665147543E-1,8.476779610E-2,-2.388771623E-1
5.469913500E0,-2.073604614E-1,1.015409157E-1,-2.243048698E-1
5.479989500E0,-2.469951510E-1,1.288108826E-1,-2.215333879E-1
5.490066500E0,-2.827323675E-1,1.196725070E-1,-2.407307923E-1
5.500142500E0,-3.051771522E-1,9.187410027E-2,-2.734202445E-1
5.510218500E0,-3.271876574E-1,7.388817519E-2,-3.103087544E-1
5.520295500E0,-3.595478237E-1,7.684417069E-2,-3.735571504E-1
5.530371500E0,-4.010976553E-1,9.706582129E-2,-4.702599645E-1
5.540447500E0,-4.027284086E-1,1.341596991E-1,-5.644251108E-1
5.550524500E0,-2.707109749E-1,8.764999360E-2,-5.922745466E-1
5.560600500E0,-1.272331029E-1,-1.678899527E-1,-4.973065257E-1
5.570676500E0,-7.284190506E-4,-6.117997169E-1,-3.002759814E-1
5.580753500E0,3.403920680E-2,-1.068818927E0,-8.435586095E-2
5.590829500E0,-1.251126230E-1,-1.128023863E0,1.133217961E-1
5.600905500E0,-2.213734835E-1,-4.721692204E-1,1.241361946E-1
5.610981500E0,-5.845966563E-2,6.431301236E-1,-1.454578713E-2
5.621058500E0,2.267707698E-2,1.385149598E0,-3.895923495E-3
5.631134500E0,-5.804866180E-2,1.697399616E0,-5.481822416E-2
5.641210500E0,-1.862130910E-1,1.770610452E0,-2.088765353E-1
5.651287500E0,-2.624873519E-1,1.698215842E0,-3.730942309E-1
5.661363500E0,-2.526339293E-1,1.453229308E0,-4.854141176E-1
5.671439500E0,-2.172237337E-1,9.291919470E-1,-5.470236540E-1
5.681516500E0,-2.036274821E-1,7.318211347E-2,-5.770773888E-1
5.691592500E0,-2.169598043E-1,-7.853738666E-1,-5.656889081E-1
5.701668500E0,-2.019672096E-1,-1.299032569E0,-4.874120653E-1
5.711745500E0,-1.248916015E-1,-1.408820868E0,-3.938240707E-1
5.721821500E0,4.609514028E-2,-1.150848031E0,-3.371345401E-1
5.731897500E0,2.662426829E-1,-6.850374341E-1,-3.399313986E-1
5.741974500E0,4.025829732E-1,-2.435146719E-1,-3.386919498E-1
5.752050500E0,4.477371275E-1,9.670361876E-2,-2.909337580E-1
5.762126500E0,4.872499108E-1,2.676826119E-1,-2.529129684E-1
5.772203500E0,5.051463842E-1,3.166333735E-1,-2.239612192E-1
5.782279500E0,4.779304862E-1,3.076302409E-1,-1.871200949E-1
5.792355500E0,4.206517637E-1,2.742837369E-1,-1.590258777E-1
5.802432500E0,3.455744982E-1,1.949274987E-1,-9.787610918E-2
5.812508500E0,2.747354805E-1,6.198437139E-2,-2.557501197E-2
5.822584500E0,2.123558074E-1,-8.833589405E-2,4.987813532E-2
5.832661500E0,1.489723176E-1,-2.936587036E-1,8.666358143E-2
5.842737500E0,8.758133650E-2,-5.330199599E-1,1.406497657E-1
5.852817042E0,5.255756900E-2,-7.066881061E-1,2.131082565E-1
5.862894042E0,5.167771131E-2,-7.564423084E-1,2.639242113E-1
5.872970042E0,6.321932375E-2,-6.877327561E-1,3.192561865E-1
5.883046042E0,6.986453384E-2,-5.067795515E-1,3.501642346E-1
5.893122042E0,7.726652175E-2,-2.937652767E-1,3.624600470E-1
5.903199042E0,8.512149751E-2,-6.339304149E-2,3.794901669E-1
5.913275042E0,7.837250829E-2,1.525898576E-1,3.902597427E-1
5.923351042E0,6.548989564E-2,2.959897220E-1,3.896106482E-1
5.933428042E0,5.029230565E-2,3.283897340E-1,3.900018632E-1
5.943504042E0,3.841967508E-2,2.631271482E-1,3.895026743E-1
5.953580042E0,1.222135685E-2,1.502179205E-1,3.808793724E-1
5.963657042E0,-3.334632143E-2,2.556438930E-2,3.451628685E-1
5.973733042E0,-1.323173791E-1,-9.742996842E-2,2.980880141E-1
5.983809042E0,-2.503156364E-1,-2.184941471E-1,2.228053659E-1
5.993886042E0,-3.021511436E-1,-3.957882524E-1,1.020174250E-1
6.003962042E0,-2.589873970E-1,-5.809965134E-1,-1.007704251E-2
6.014038042E0,-2.025161535E-1,-6.629467607E-1,-8.005026728E-2
6.024115042E0,-1.855353713E-1,-5.441353917E-1,-1.079542711E-1
6.034191042E0,-1.324511170E-1,-3.204000294E-1,-8.548332006E-2
6.044267042E0,-2.031204849E-2,-1.245759279E-1,-3.294936568E-2
6.054344042E0,1.048464030E-1,5.322869122E-2,4.328201711E-2
6.064420042E0,2.107704729E-1,2.058890909E-1,1.200270578E-1
6.074496042E0,3.153679967E-1,3.053389788E-1,2.045264989E-1
6.084573042E0,3.760478199E-1,3.534111679E-1,3.664028049E-1
6.094649042E0,5.525919795E-1,1.851489097E-1,5.691492558E-1
6.104725042E0,8.118734360E-1,-2.071665674E-1,7.132059336E-1
6.114801042E0,8.865695000E-1,-5.094259977E-1,7.380915880E-1
6.124878042E0,7.631390095E-1,-5.547777414E-1,6.499072313E-1
6.134954042E0,5.077320337E-1,-4.324901402E-1,4.239138067E-1
6.145030042E0,2.888694108E-1,-9.591069072E-2,9.176065028E-2
6.155107042E0,3.075309694E-1,3.873001933E-1,-6.004858762E-2
6.165183042E0,3.863344789E-1,7.222798467E-1,-1.003205478E-1
6.175259042E0,3.983006179E-1,9.502413273E-1,-1.238772720E-1
6.185336042E0,3.330663443E-1,1.113147497E0,-1.385238469E-1
6.195412042E0,2.329157740E-1,1.124392509E0,-9.627279639E-2
6.205488042E0,8.449348807E-2,8.890860081E-1,3.552558273E-2
6.215565042E0,-1.238107160E-1,5.167103410E-1,1.765418351E-1
6.225641042E0,-3.703061938E-1,1.467171013E-1,2.537760735E-1
6.235717042E0,-5.319731236E-1,-1.038389578E-1,2.897236943E-1
6.245794042E0,-5.362230539E-1,-1.121149063E-1,2.987567484E-1
6.255870042E0,-4.627842307E-1,4.152444750E-2,2.549504042E-1
6.265946042E0,-4.293989837E-1,1.942904741E-1,1.989313364E-1
6.276023042E0,-4.768828750E-1,2.453917414E-1,1.568488628E-1
6.286099042E0,-5.719933510E-1,1.421473175E-1,7.384489477E-2
6.296175042E0,-5.840026140E-1,-2.262244932E-2,-4.798353463E-2
6.306252042E0,-4.842623174E-1,-1.565618515E-1,-1.766836047E-1
6.316328042E0,-3.044779301E-1,-1.807745248E-1,-2.501849830E-1
6.326404042E0,-1.247090548E-1,-8.452621102E-2,-2.531547248E-1
6.336481042E0,2.810020372E-2,2.810206078E-2,-2.355871797E-1
6.346557042E0,1.321291924E-1,1.483338699E-2,-1.991333514E-1
6.356633042E0,1.857775152E-1,-1.165601052E-2,-1.594506502E-1
6.366709042E0,2.012226880E-1,-3.105035052E-2,-1.305579245E-1
6.376786042E0,1.929533035E-1,-8.548855782E-2,-1.105591804E-1
6.386862042E0,1.616778821E-1,-1.278060973E-1,-1.118296608E-1
6.396938042E0,1.132078096E-1,-1.240899116E-1,-1.160968393E-1
6.407015042E0,6.443907320E-2,-5.448035151E-2,-1.326985359E-1
6.417091042E0,5.045789760E-3,1.740422472E-2,-1.736861914E-1
6.427167042E0,-5.434548110E-2,5.221495777E-2,-2.268343270E-1
6.437244042E0,-1.008661091E-1,1.141361147E-1,-3.067147732E-1
6.447320042E0,-1.315223128E-1,1.925033480E-1,-3.814469874E-1
6.457396042E0,-1.374784708E-1,2.928579152E-1,-4.353794456E-1
6.467473042E0,-1.098299623E-1,3.475594223E-1,-4.613979459E-1
6.477549042E0,-8.419092000E-2,3.256986141E-1,-4.585795105E-1
6.487625042E0,-8.207790554E-2,2.460743934E-1,-4.364544153E-1
6.497702042E0,-1.022564098E-1,1.457014531E-1,-3.986423314E-1
6.507778042E0,-1.246489361E-1,4.032384604E-2,-3.685342371E-1
6.517854042E0,-1.300980300E-1,-4.351539537E-2,-3.291152120E-1
6.527931042E0,-1.137829125E-1,-1.143197343E-1,-2.808959186E-1
6.538007042E0,-9.908413142E-2,-1.642414778E-1,-2.412363887E-1
6.548083042E0,-9.567640722E-2,-1.794196963E-1,-2.345791161E-1
6.558160042E0,-1.220270544E-1,-1.465496272E-1,-2.674718201E-1
6.568236042E0,-1.682959497E-1,-1.029744074E-1,-3.231549561E-1
6.578312042E0,-2.324048877E-1,-1.090874225E-1,-4.274536669E-1
6.588388042E0,-2.891715765E-1,-8.595366776E-2,-5.483167768E-1
6.598465042E0,-2.269225717E-1,-1.998476684E-2,-5.945692658E-1
6.608541042E0,-6.299279630E-2,-8.445518464E-2,-5.312225819E-1
6.618617042E0,1.469308734E-1,-3.532903790E-1,-4.090471566E-1
6.628694042E0,2.283313423E-1,-7.763591409E-1,-2.359881252E-1
6.638770042E0,1.785985008E-2,-1.006238937E0,3.844712395E-3
6.648846042E0,-3.580473959E-1,-7.024359107E-1,2.266469300E-1
6.658923042E0,-6.739845872E-1,1.303204447E-1,3.561958671E-1
6.668999042E0,-8.569920659E-1,8.693205118E-1,3.621723950E-1
6.679075042E0,-8.265734911E-1,1.168801904E0,2.350525260E-1
6.689152042E0,-6.271153688E-1,1.197533488E0,3.902377188E-2
6.699228042E0,-3.601960242E-1,1.135980368E0,-1.412067115E-1
6.709304042E0,-1.116976589E-1,9.653253555E-1,-2.767114937E-1
6.719381042E0,1.511808019E-2,4.911375046E-1,-3.333867490E-1
6.729457042E0,-6.688117236E-2,-1.674682349E-1,-3.629887998E-1
6.739533042E0,-2.395371050E-1,-5.758717060E-1,-3.677928746E-1
6.749610042E0,-2.896472812E-1,-6.819224358E-1,-3.231070042E-1
6.759686042E0,-1.457857192E-1,-6.024784446E-1,-2.658274472E-1
6.769762042E0,9.313529730E-2,-4.140110314E-1,-2.278018594E-1
6.779839042E0,2.890794873E-1,-1.864537895E-1,-2.059618086E-1
6.789915042E0,3.986224830E-1,6.079101935E-2,-1.728618741E-1
6.799991042E0,4.958124161E-1,2.685924172E-1,-1.602669805E-1
6.810067042E0,5.789417624E-1,3.864646852E-1,-1.575769484E-1
6.820144042E0,6.355038285E-1,3.972201347E-1,-1.684825867E-1
6.830220042E0,6.358204484E-1,3.369046152E-1,-1.812812537E-1
6.840296042E0,5.736492276E-1,2.556278706E-1,-1.827904582E-1
6.850368750E0,4.773370624E-1,1.436027586E-1,-1.498289555E-1
6.860444750E0,3.884625733E-1,-2.172520384E-2,-7.563568652E-2
6.870520750E0,3.388113976E-1,-2.274881899E-1,-6.345923990E-3
6.880597750E0,3.175420761E-1,-4.494802356E-1,5.708311498E-2
6.890673750E0,2.983989120E-1,-6.774421334E-1,1.536363661E-1
6.900749750E0,2.648838162E-1,-8.430651426E-1,2.598205805E-1
6.910826750E0,2.207254618E-1,-8.642053008E-1,3.494794369E-1
6.920902750E0,1.963740438E-1,-7.615076900E-1,4.124767780E-1
6.930978750E0,2.138454318E-1,-5.374403596E-1,4.330595136E-1
6.941055750E0,2.607985437E-1,-3.085951507E-1,4.380087256E-1
6.951131750E0,2.989303172E-1,-1.056227311E-1,4.377502799E-1
6.961207750E0,2.971380055E-1,1.063150913E-1,4.517819583E-1
6.971284750E0,2.522371113E-1,2.693826258E-1,4.547779262E-1
6.981360750E0,2.093793750E-1,3.384277225E-1,4.264581203E-1
6.991436750E0,1.805426180E-1,2.846142352E-1,3.863876760E-1
7.001513750E0,1.514462531E-1,1.565721035E-1,3.287025392E-1
7.011589750E0,8.054283261E-2,2.340701222E-2,2.762562633E-1
7.021665750E0,-3.962938488E-2,-7.980246097E-2,2.228633314E-1
7.031742750E0,-1.728366017E-1,-1.721086502E-1,1.417251676E-1
7.041818750E0,-2.569429576E-1,-2.177749425E-1,3.945553303E-2
7.051894750E0,-2.473422587E-1,-3.119363487E-1,-6.538086385E-2
7.061970750E0,-1.759178936E-1,-3.540177345E-1,-1.312554926E-1
7.072047750E0,-1.255837530E-1,-3.293892443E-1,-1.381462365E-1
7.082123750E0,-7.859787345E-2,-2.918546498E-1,-7.918172330E-2
7.092199750E0,-9.195127524E-3,-2.243109345E-1,2.029174380E-2
7.102276750E0,9.925758094E-2,-1.095947474E-1,1.442858577E-1
7.112352750E0,2.741010189E-1,4.207627475E-2,2.628907859E-1
7.122428750E0,4.822238684E-1,2.057163268E-1,4.017879665E-1
7.132505750E0,6.220377088E-1,3.027799129E-1,5.694687963E-1
7.142581750E0,7.848564982E-1,1.042558998E-1,7.526487708E-1
7.152657750E0,8.720477223E-1,-3.920931220E-1,8.738492727E-1
7.162734750E0,8.143106699E-1,-7.901834846E-1,8.950355053E-1
7.172810750E0,7.314465046E-1,-8.459073305E-1,8.065642715E-1
7.182886750E0,6.050488949E-1,-7.427391410E-1,5.750778317E-1
7.192963750E0,4.223227203E-1,-4.741074145E-1,2.345541269E-1
7.203039750E0,3.739128411E-1,1.673101485E-1,2.906780690E-3
7.213115750E0,4.191191196E-1,7.785269022E-1,-3.461975977E-2
7.223192750E0,4.208056927E-1,1.072982788E0,-1.007233839E-2
7.233268750E0,3.398550153E-1,1.225777984E0,4.373252392E-2
7.243344750E0,1.950027645E-1,1.245842457E0,1.484922320E-1
7.253421750E0,-1.836056449E-2,1.109038115E0,3.090075850E-1
7.263497750E0,-2.578493357E-1,8.013276458E-1,4.990400970E-1
7.273573750E0,-4.498274624E-1,4.136171639E-1,5.964233875E-1
7.283649750E0,-4.965158701E-1,7.442340255E-2,6.079940200E-1
7.293726750E0,-4.244342148E-1,-1.485076845E-1,5.715939403E-1
7.303802750E0,-3.464102745E-1,-2.333256304E-1,5.099923611E-1
7.313878750E0,-3.695048988E-1,-2.708582878E-1,4.196175039E-1
7.323955750E0,-4.498782754E-1,-3.303525150E-1,3.420268297E-1
7.334031750E0,-5.431966186E-1,-3.942748010E-1,2.890096605E-1
7.344107750E0,-5.641708970E-1,-4.300160110E-1,1.842198670E-1
7.354184750E0,-4.935180545E-1,-3.739717901E-1,7.726459205E-2
7.364260750E0,-3.996621370E-1,-1.842180789E-1,3.115168959E-2
7.374336750E0,-3.125077486E-1,9.509583563E-2,1.471121423E-2
7.384413750E0,-2.324624360E-1,3.191960156E-1,6.288435776E-3
7.394489750E0,-1.649323404E-1,3.973912895E-1,-7.103446405E-3
7.404565750E0,-1.331216693E-1,3.487830162E-1,-9.644102305E-3
7.414642750E0,-1.534264386E-1,2.516012192E-1,-6.033976562E-3
7.424718750E0,-1.869042367E-1,1.274143010E-1,1.836996060E-3
7.434794750E0,-2.547094524E-1,-3.265202045E-3,3.489662893E-3
7.444871750E0,-3.484359384E-1,-1.184903234E-1,-3.679091483E-2
7.454947750E0,-4.112383425E-1,-2.179740816E-1,-1.171487719E-1
7.465023750E0,-4.422833622E-1,-2.948326170E-1,-1.999429911E-1
7.475100750E0,-4.605816603E-1,-3.159546852E-1,-2.809065580E-1
7.485176750E0,-4.808925390E-1,-2.514164448E-1,-3.495196998E-1
7.495252750E0,-4.987255037E-1,-1.490101069E-1,-4.123897552E-1
7.505329750E0,-4.922542870E-1,-5.577602610E-2,-4.692162871E-1
7.515405750E0,-4.592776000E-1,1.002732292E-2,-5.008066893E-1
7.525481750E0,-4.006665051E-1,3.639608249E-2,-4.903010726E-1
7.535558750E0,-3.571232855E-1,4.964059684E-3,-4.375141859E-1
7.545634750E0,-3.438839018E-1,-4.549218714E-2,-3.650807142E-1
7.555710750E0,-3.608708680E-1,-1.166419387E-1,-3.172951937E-1
7.565786750E0,-3.802088797E-1,-1.846396327E-1,-3.110088110E-1
7.575863750E0,-3.740397394E-1,-2.084683180E-1,-3.310531676E-1
7.585939750E0,-3.248175979E-1,-1.503900886E-1,-3.355531096E-1
7.596015750E0,-2.597455084E-1,-3.240954131E-2,-3.318831921E-1
7.606092750E0,-2.134229988E-1,7.185614854E-2,-3.467545509E-1
7.616168750E0,-2.098194659E-1,1.441463083E-1,-3.881863952E-1
7.626244750E0,-2.055139393E-1,1.770965457E-1,-4.192897081E-1
7.636321750E0,-1.403011084E-1,7.832127064E-2,-4.111035466E-1
7.646397750E0,-3.747885674E-2,-1.788034737E-1,-4.152442217E-1
7.656473750E0,1.161095425E-1,-6.739266515E-1,-3.454224765E-1
7.666550750E0,1.140943319E-1,-1.184229612E0,-1.544562578E-1
7.676626750E0,-1.628450751E-1,-1.237590671E0,1.145554855E-1
